PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,FirstName,GenderRaw,Gender
0907_02,Europa,False,B/34/P,TRAPPIST-1e,28.0,False,0.0,1736.0,,145.0,634.0,Marinon Cassiding,False,Marinon,unknown,Unknown
0910_01,Earth,True,G/137/S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Violey Burryerson,True,Violey,unknown,Unknown
0911_01,Mars,False,F/189/P,TRAPPIST-1e,32.0,True,2492.0,0.0,,136.0,4.0,Angars Blate,False,Angars,unknown,Unknown
0911_02,,False,F/189/P,TRAPPIST-1e,74.0,False,853.0,0.0,543.0,31.0,0.0,Froops Blate,True,Froops,unknown,Unknown
0912_01,Europa,False,B/37/S,TRAPPIST-1e,31.0,False,0.0,7461.0,0.0,369.0,450.0,Dyonon Imprank,True,Dyonon,unknown,Unknown
0913_01,Europa,False,E/51/P,55 Cancri e,38.0,,0.0,172.0,0.0,5907.0,34.0,Shail Parymider,False,Shail,mostly_male,Male
0915_01,Earth,False,G/138/S,TRAPPIST-1e,20.0,False,157.0,0.0,0.0,544.0,3.0,Jerrye Leodger,False,Jerrye,unknown,Unknown
0918_01,Earth,False,E/66/S,TRAPPIST-1e,24.0,False,47.0,0.0,10.0,139.0,1406.0,Caseye Fuenterson,False,Caseye,unknown,Unknown
0919_01,Earth,False,F/190/P,PSO J318.5-22,26.0,False,18.0,84.0,93.0,886.0,289.0,Hery Kimons,False,Hery,unknown,Unknown
0921_01,Earth,True,G/139/S,PSO J318.5-22,44.0,False,0.0,0.0,0.0,0.0,0.0,Gracy Vinston,False,Gracy,unknown,Unknown
0922_01,Europa,True,B/35/P,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,,Shaiam Obedaming,True,Shaiam,unknown,Unknown
0922_02,Europa,False,B/35/P,55 Cancri e,31.0,False,0.0,1095.0,0.0,169.0,1226.0,Achyon Obedaming,False,Achyon,unknown,Unknown
0923_01,Europa,False,C/38/S,55 Cancri e,,False,0.0,7767.0,0.0,15.0,2453.0,Hadaron Stiviorad,True,Hadaron,unknown,Unknown
0923_02,Europa,True,B/38/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Alpha Stiviorad,True,Alpha,female,Female
0924_01,Earth,False,E/67/S,TRAPPIST-1e,33.0,False,13.0,0.0,984.0,0.0,0.0,Jona Chaellerty,False,Jona,female,Female
0925_01,Mars,False,F/191/P,TRAPPIST-1e,34.0,False,379.0,0.0,1626.0,0.0,0.0,Skix Kraie,False,Skix,unknown,Unknown
0925_02,Mars,True,F/191/P,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Varkes Kraie,True,Varkes,unknown,Unknown
0925_03,Mars,True,F/191/P,TRAPPIST-1e,41.0,False,0.0,,0.0,0.0,0.0,Almone Kraie,True,Almone,unknown,Unknown
0926_01,Europa,False,B/39/S,55 Cancri e,30.0,False,0.0,7992.0,0.0,507.0,25.0,Minchib Asticit,True,Minchib,unknown,Unknown
0926_02,Europa,False,B/39/S,TRAPPIST-1e,30.0,False,0.0,760.0,234.0,2761.0,81.0,Alkeson Asticit,False,Alkeson,unknown,Unknown
0927_01,Earth,False,G/140/S,TRAPPIST-1e,25.0,False,0.0,,699.0,43.0,22.0,Emmax Avisnydes,False,Emmax,unknown,Unknown
0928_01,Earth,True,G/133/P,PSO J318.5-22,31.0,False,0.0,0.0,0.0,0.0,0.0,Elene Ryanglasey,True,Elene,female,Female
0930_01,Earth,False,F/192/P,TRAPPIST-1e,38.0,False,646.0,0.0,0.0,135.0,260.0,Arlie Sweett,False,Arlie,male,Male
0930_02,Earth,True,G/134/P,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Elanie Sweett,True,Elanie,unknown,Unknown
0931_01,Earth,False,F/193/P,TRAPPIST-1e,19.0,False,0.0,,115.0,126.0,491.0,Therie Flynnis,True,Therie,unknown,Unknown
0932_01,Mars,True,,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Boats Pette,True,Boats,unknown,Unknown
0933_01,Europa,False,C/35/P,TRAPPIST-1e,30.0,False,14.0,12045.0,0.0,2121.0,0.0,,True,,unknown,Unknown
0933_02,Europa,False,C/35/P,TRAPPIST-1e,29.0,False,0.0,1127.0,0.0,1867.0,1070.0,Astorux Fawnsive,False,Astorux,unknown,Unknown
0935_01,Earth,False,F/194/P,TRAPPIST-1e,36.0,False,0.0,11.0,0.0,18.0,872.0,Terly Rocknight,False,Terly,unknown,Unknown
0938_01,Earth,False,F/172/S,TRAPPIST-1e,24.0,False,174.0,0.0,0.0,630.0,0.0,Earlie Solinez,False,Earlie,unknown,Unknown
0938_02,Earth,False,E/68/S,TRAPPIST-1e,30.0,False,0.0,0.0,871.0,0.0,0.0,Walles Solinez,True,Walles,unknown,Unknown
0938_03,Earth,False,G/143/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Tiney Solinez,True,Tiney,unknown,Unknown
0939_01,Earth,True,G/135/P,,15.0,False,0.0,0.0,0.0,0.0,0.0,Eulah Peter,True,Eulah,unknown,Unknown
0940_01,Earth,False,G/136/P,TRAPPIST-1e,38.0,False,55.0,741.0,0.0,0.0,13.0,Armen Byerton,True,Armen,male,Male
0941_01,Earth,False,F/195/P,TRAPPIST-1e,13.0,False,0.0,7.0,0.0,1175.0,0.0,Carita Steeletters,False,Carita,female,Female
0942_01,Mars,False,F/196/P,TRAPPIST-1e,18.0,False,594.0,0.0,555.0,0.0,0.0,Triple Vloaf,False,Triple,unknown,Unknown
0944_01,Earth,False,G/137/P,TRAPPIST-1e,16.0,False,891.0,0.0,831.0,0.0,0.0,Hilley Weaverays,False,Hilley,unknown,Unknown
0944_02,Earth,False,G/137/P,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,Terrie Weaverays,False,Terrie,female,Female
0946_01,Earth,False,F/198/P,TRAPPIST-1e,19.0,False,72.0,5.0,0.0,342.0,188.0,Verly Emenez,True,Verly,unknown,Unknown
0947_01,Earth,False,G/138/P,55 Cancri e,26.0,False,0.0,474.0,0.0,0.0,201.0,Lyny Frandriquez,False,Lyny,unknown,Unknown
0949_01,Earth,True,G/140/P,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Benny Johnsby,True,Benny,male,Male
0951_01,Earth,True,G/144/S,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,Done Lunapperts,True,Done,female,Female
0952_01,Mars,False,F/175/S,TRAPPIST-1e,45.0,False,877.0,0.0,1383.0,0.0,0.0,Grios Colle,False,Grios,unknown,Unknown
0953_01,Earth,False,F/199/P,PSO J318.5-22,48.0,False,0.0,306.0,3.0,,359.0,Erice Potters,False,Erice,unknown,Unknown
0955_01,Earth,True,G/145/S,55 Cancri e,17.0,False,,0.0,0.0,0.0,0.0,Glena Smalloney,False,Glena,unknown,Unknown
0956_01,Earth,False,E/70/S,TRAPPIST-1e,28.0,False,0.0,631.0,0.0,5.0,0.0,Jimen Bartez,True,Jimen,unknown,Unknown
0957_01,Mars,True,F/201/P,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Waffs Hapie,True,Waffs,unknown,Unknown
0960_01,Earth,False,E/72/S,TRAPPIST-1e,19.0,False,3.0,0.0,,0.0,788.0,Lorian Youngrayes,False,Lorian,male,Male
0961_01,Earth,False,G/141/P,55 Cancri e,14.0,False,0.0,885.0,8.0,0.0,0.0,Gailia Lewinez,True,Gailia,unknown,Unknown
0964_01,Europa,True,B/36/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,,Alderak Platch,True,Alderak,unknown,Unknown
0964_02,Europa,True,B/36/P,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,Weidus Platch,True,Weidus,unknown,Unknown
0965_01,Mars,False,F/178/S,TRAPPIST-1e,19.0,False,631.0,0.0,834.0,304.0,0.0,Wacks Depie,False,Wacks,unknown,Unknown
0966_01,Earth,False,F/179/S,TRAPPIST-1e,29.0,False,1377.0,0.0,0.0,167.0,0.0,Duana Fulloydez,False,Duana,unknown,Unknown
0968_01,Earth,False,E/53/P,TRAPPIST-1e,20.0,False,792.0,0.0,0.0,0.0,0.0,Tyrona Figuez,False,Tyrona,unknown,Unknown
0969_01,Mars,True,F/202/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Lar Emone,True,Lar,unknown,Unknown
0970_01,Earth,True,G/142/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Tamie Blace,True,Tamie,female,Female
0971_01,Earth,True,G/143/P,TRAPPIST-1e,64.0,False,0.0,0.0,0.0,0.0,0.0,,False,,unknown,Unknown
0972_01,Earth,False,E/54/P,TRAPPIST-1e,21.0,False,0.0,314.0,323.0,1026.0,6.0,Glendy Humphreyes,False,Glendy,unknown,Unknown
0975_01,Earth,False,E/56/P,55 Cancri e,32.0,False,58.0,317.0,448.0,3.0,0.0,Allena Hoppernardy,True,Allena,unknown,Unknown
0976_01,Earth,True,G/146/S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Tonyn Sweeton,False,Tonyn,unknown,Unknown
0978_01,Earth,False,F/203/P,TRAPPIST-1e,24.0,False,,32.0,8.0,0.0,0.0,Lesley Coxterez,False,Lesley,andy,Unknown
0979_01,Europa,False,B/40/S,,44.0,False,0.0,0.0,0.0,0.0,0.0,Gimph Fushausive,True,Gimph,unknown,Unknown
0982_01,Earth,True,G/145/P,PSO J318.5-22,57.0,False,0.0,0.0,0.0,0.0,0.0,Eriky Hewson,True,Eriky,unknown,Unknown
0982_02,Earth,False,G/145/P,TRAPPIST-1e,51.0,False,,,4.0,0.0,0.0,Joyton Hewson,False,Joyton,unknown,Unknown
0983_01,Earth,True,G/149/S,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Teremy Wiggs,True,Teremy,unknown,Unknown
0984_01,Earth,False,G/150/S,TRAPPIST-1e,45.0,False,0.0,1.0,13.0,0.0,873.0,Wen Woodwin,False,Wen,andy,Unknown
0984_02,Earth,False,F/182/S,TRAPPIST-1e,24.0,False,0.0,0.0,718.0,0.0,0.0,,False,,unknown,Unknown
0984_03,Earth,False,G/150/S,TRAPPIST-1e,23.0,False,0.0,0.0,490.0,0.0,319.0,Morrie Sweekstarks,False,Morrie,unknown,Unknown
0984_04,Earth,True,G/150/S,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Lyde Sweekstarks,True,Lyde,unknown,Unknown
0984_05,Earth,False,F/182/S,55 Cancri e,20.0,False,0.0,11.0,0.0,136.0,1088.0,Greggy Sweekstarks,False,Greggy,unknown,Unknown
0984_06,Earth,True,G/150/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Walley Sweekstarks,True,Walley,unknown,Unknown
0984_07,Earth,True,G/150/S,PSO J318.5-22,,False,0.0,0.0,0.0,0.0,0.0,Shery Flemaney,False,Shery,unknown,Unknown
0984_08,Earth,True,G/150/S,TRAPPIST-1e,71.0,False,0.0,0.0,0.0,0.0,0.0,Alancy Flemaney,True,Alancy,unknown,Unknown
0985_01,Earth,False,E/57/P,55 Cancri e,18.0,False,6.0,0.0,,12.0,704.0,Dory Reyerson,True,Dory,female,Female
0987_01,Earth,False,F/204/P,TRAPPIST-1e,16.0,False,3.0,0.0,35.0,150.0,478.0,Fayen Norrison,False,Fayen,unknown,Unknown
0988_01,,False,G/151/S,TRAPPIST-1e,28.0,False,0.0,3.0,906.0,0.0,0.0,Lyne Bartez,False,Lyne,female,Female
0988_02,Earth,False,E/73/S,TRAPPIST-1e,36.0,False,1.0,784.0,0.0,55.0,149.0,Jeresa Bartez,True,Jeresa,unknown,Unknown
0989_01,Earth,False,G/146/P,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Kayd Moranthons,False,Kayd,unknown,Unknown
0990_01,Earth,False,F/183/S,PSO J318.5-22,26.0,False,0.0,541.0,46.0,4.0,96.0,Tonia Cochrisons,False,Tonia,female,Female
0991_01,Earth,True,G/152/S,TRAPPIST-1e,27.0,,0.0,0.0,0.0,0.0,0.0,Bethew Acobsond,False,Bethew,unknown,Unknown
0992_01,Europa,False,D/35/S,TRAPPIST-1e,49.0,False,31.0,2727.0,0.0,184.0,135.0,Zino Kiling,True,Zino,male,Male
0992_02,Europa,False,D/35/S,TRAPPIST-1e,29.0,False,387.0,942.0,0.0,9927.0,1341.0,Tareson Kiling,False,Tareson,unknown,Unknown
0992_03,Europa,False,D/35/S,55 Cancri e,46.0,False,1192.0,1736.0,17.0,21.0,0.0,Matan Herpumble,True,Matan,male,Male
0992_04,Europa,False,,55 Cancri e,35.0,True,8030.0,300.0,0.0,0.0,1436.0,Naosa Herpumble,False,Naosa,unknown,Unknown
0992_05,Europa,True,D/35/S,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Sinon Kiling,True,Sinon,unknown,Unknown
0992_06,Europa,False,D/35/S,55 Cancri e,37.0,False,4301.0,791.0,0.0,1748.0,91.0,Weidus Kiling,False,Weidus,unknown,Unknown
0993_01,Earth,False,F/184/S,55 Cancri e,24.0,False,252.0,0.0,0.0,449.0,0.0,Juanie Miltongson,False,Juanie,unknown,Unknown
0994_01,Earth,True,G/153/S,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Ellene Wartyson,False,Ellene,unknown,Unknown
0994_02,Earth,False,F/185/S,TRAPPIST-1e,26.0,False,621.0,1.0,98.0,11.0,135.0,Dell Wartyson,False,Dell,male,Male
0995_01,Europa,True,C/36/P,55 Cancri e,46.0,False,0.0,0.0,0.0,0.0,0.0,Chabik Barmant,True,Chabik,unknown,Unknown
0997_01,Mars,False,F/186/S,TRAPPIST-1e,27.0,False,253.0,0.0,880.0,22.0,2.0,Berios Shpie,False,Berios,unknown,Unknown
0998_01,Europa,False,C/37/P,TRAPPIST-1e,56.0,False,0.0,7447.0,0.0,253.0,35.0,Muonin Suptibler,True,Muonin,unknown,Unknown
1000_01,Mars,False,D/39/P,,18.0,False,885.0,0.0,32.0,0.0,0.0,Alus Harte,False,Alus,unknown,Unknown
1001_01,Earth,True,G/154/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Nadie Llonovancis,False,Nadie,unknown,Unknown
1002_01,Mars,False,F/187/S,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,Caish Leste,True,Caish,unknown,Unknown
1002_02,Mars,False,F/187/S,TRAPPIST-1e,42.0,False,1050.0,0.0,715.0,0.0,3.0,Bun Leste,False,Bun,andy,Unknown
1002_03,Mars,True,F/187/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Spuffs Leste,True,Spuffs,unknown,Unknown
1004_01,Europa,True,A/11/S,55 Cancri e,56.0,,0.0,0.0,0.0,0.0,0.0,Aldun Wassird,True,Aldun,unknown,Unknown
1005_01,Earth,False,G/156/S,TRAPPIST-1e,20.0,False,0.0,0.0,4.0,9.0,773.0,Coreee Juartis,False,Coreee,unknown,Unknown
1006_01,Earth,False,E/74/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,791.0,Velyne Summington,False,Velyne,unknown,Unknown
1006_02,Earth,True,E/74/S,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Stany Summington,True,Stany,unknown,Unknown
1006_03,Earth,False,,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,Stenny Summington,True,Stenny,unknown,Unknown
1008_01,Europa,True,C/39/S,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,Wasatz Spistory,True,Wasatz,unknown,Unknown
1008_02,Europa,True,C/39/S,TRAPPIST-1e,60.0,False,0.0,0.0,0.0,0.0,0.0,Wimpha Spistory,True,Wimpha,unknown,Unknown
1011_01,Earth,False,,TRAPPIST-1e,31.0,False,1633.0,4.0,49.0,6.0,0.0,Camie Prinson,False,Camie,unknown,Unknown
1011_02,Earth,True,G/148/P,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,0.0,0.0,Kaye Prinson,False,Kaye,female,Female
1012_01,Earth,True,G/149/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Valey Hubbarton,True,Valey,unknown,Unknown
1013_01,Earth,True,G/158/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Weslie Farleyatton,False,Weslie,unknown,Unknown
1014_01,Mars,True,F/207/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Ranuts Frasp,True,Ranuts,unknown,Unknown
1015_01,Earth,False,F/189/S,TRAPPIST-1e,44.0,,0.0,131.0,267.0,554.0,0.0,Wilmay Antoshipson,False,Wilmay,unknown,Unknown
1017_01,Earth,False,F/190/S,TRAPPIST-1e,20.0,False,0.0,15.0,122.0,1125.0,0.0,Joya Blanglison,False,Joya,unknown,Unknown
1018_01,Earth,True,G/150/P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Elaney Webstephrey,True,Elaney,unknown,Unknown
1019_01,Earth,False,F/191/S,,36.0,False,1.0,1410.0,0.0,1.0,0.0,Melia Wilderssen,True,Melia,female,Female
1020_01,Mars,True,F/208/P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Appers Wala,True,Appers,unknown,Unknown
1022_01,Earth,False,,TRAPPIST-1e,15.0,,48.0,6.0,0.0,954.0,0.0,Melvia Blanglison,False,Melvia,unknown,Unknown
1024_01,Earth,False,F/209/P,55 Cancri e,18.0,False,187.0,12.0,0.0,1277.0,0.0,Verly Chavezalez,False,Verly,unknown,Unknown
1024_02,Earth,True,G/152/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Myrace Nichaner,True,Myrace,unknown,Unknown
1024_03,,False,G/152/P,55 Cancri e,54.0,False,0.0,5.0,0.0,594.0,209.0,Bellee Chavezalez,False,Bellee,unknown,Unknown
1024_04,Earth,False,G/152/P,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Bethew Chavezalez,False,Bethew,unknown,Unknown
1025_01,Earth,False,F/210/P,TRAPPIST-1e,20.0,False,759.0,0.0,106.0,202.0,0.0,Chrisa Harverez,False,Chrisa,unknown,Unknown
1026_01,Earth,True,G/159/S,TRAPPIST-1e,21.0,False,,0.0,0.0,0.0,0.0,Lilace Leetersoney,False,Lilace,unknown,Unknown
1027_01,Mars,False,F/211/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Cort Dal,True,Cort,unknown,Unknown
1027_02,Mars,False,F/211/P,TRAPPIST-1e,46.0,False,1454.0,0.0,81.0,38.0,0.0,Anamse Dal,False,Anamse,unknown,Unknown
1027_03,Mars,False,F/211/P,TRAPPIST-1e,31.0,False,231.0,0.0,,279.0,9.0,Basps Dal,False,Basps,unknown,Unknown
1027_04,Mars,False,F/211/P,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,Trine Dal,True,Trine,female,Female
1029_01,Mars,True,F/212/P,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Crowk Racke,True,Crowk,unknown,Unknown
1030_01,Earth,False,F/213/P,TRAPPIST-1e,23.0,False,1081.0,0.0,0.0,0.0,7.0,Jorgie Farleyatton,False,Jorgie,unknown,Unknown
1031_01,Earth,False,F/194/S,TRAPPIST-1e,14.0,False,756.0,84.0,0.0,8.0,99.0,Warry Leonzaley,False,Warry,unknown,Unknown
1032_01,Earth,True,G/153/P,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,Aude Garzaley,False,Aude,female,Female
1033_01,Earth,True,G/154/P,TRAPPIST-1e,61.0,False,0.0,0.0,0.0,0.0,0.0,Ericky Gonzaley,True,Ericky,unknown,Unknown
1034_01,Earth,False,G/155/P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,675.0,213.0,Aliedy Cleman,False,Aliedy,unknown,Unknown
1035_01,Mars,False,F/214/P,55 Cancri e,13.0,False,4.0,0.0,1973.0,0.0,39.0,Nutz Bra,True,Nutz,unknown,Unknown
1036_01,Earth,True,G/161/S,PSO J318.5-22,24.0,False,0.0,,0.0,0.0,0.0,Laude Georgasey,True,Laude,unknown,Unknown
1038_01,Earth,False,G/163/S,TRAPPIST-1e,47.0,False,0.0,306.0,84.0,499.0,0.0,Naomie Knoxonway,False,Naomie,female,Female
1040_01,Earth,False,G/164/S,PSO J318.5-22,15.0,False,521.0,162.0,62.0,5.0,0.0,Clard Mcbritts,True,Clard,unknown,Unknown
1041_01,Europa,True,,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,Algrafi Heedry,True,Algrafi,unknown,Unknown
1043_01,Earth,False,F/215/P,TRAPPIST-1e,49.0,False,0.0,0.0,1526.0,960.0,0.0,Gwenda Talls,False,Gwenda,female,Female
1045_01,Europa,False,C/38/P,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Halsham Unteckery,False,Halsham,unknown,Unknown
1045_02,Europa,False,C/38/P,TRAPPIST-1e,44.0,False,0.0,2349.0,7.0,815.0,10896.0,Shail Unteckery,False,Shail,mostly_male,Male
1046_01,Earth,False,F/196/S,TRAPPIST-1e,16.0,False,507.0,0.0,0.0,0.0,,Wena Beachez,False,Wena,unknown,Unknown
1047_01,Earth,True,G/156/P,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,0.0,0.0,,True,,unknown,Unknown
1048_01,Earth,False,F/216/P,TRAPPIST-1e,20.0,False,0.0,537.0,612.0,3.0,0.0,Deany Mcdon,True,Deany,unknown,Unknown
1049_01,Mars,True,F/217/P,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,Ockies Prie,True,Ockies,unknown,Unknown
1049_02,Mars,True,F/217/P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Yakers Prie,True,Yakers,unknown,Unknown
1051_01,Earth,False,F/197/S,TRAPPIST-1e,21.0,False,2.0,447.0,81.0,74.0,,Frandy Warrison,False,Frandy,unknown,Unknown
1052_01,Earth,False,F/198/S,55 Cancri e,22.0,False,,0.0,21.0,0.0,0.0,Leenny Gallard,False,Leenny,unknown,Unknown
1053_01,Earth,False,F/199/S,PSO J318.5-22,27.0,False,182.0,0.0,0.0,0.0,376.0,Rald Colleruces,False,Rald,unknown,Unknown
1054_01,Earth,False,F/200/S,TRAPPIST-1e,58.0,False,0.0,0.0,828.0,0.0,96.0,Blanie Valexandez,True,Blanie,unknown,Unknown
1056_01,,True,F/218/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Cineys Ble,True,Cineys,unknown,Unknown
1056_02,Mars,True,F/218/P,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Otlios Ble,True,Otlios,unknown,Unknown
1057_01,Europa,True,C/39/P,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,Cherkar Braned,True,Cherkar,unknown,Unknown
1058_01,Earth,False,F/201/S,TRAPPIST-1e,19.0,False,0.0,0.0,27.0,53.0,677.0,Keithy Ingston,False,Keithy,unknown,Unknown
1060_01,Earth,False,G/166/S,TRAPPIST-1e,57.0,False,,20.0,157.0,21.0,689.0,Willip Clayson,False,Willip,unknown,Unknown
1062_01,Earth,False,F/219/P,TRAPPIST-1e,26.0,False,0.0,773.0,48.0,0.0,149.0,Erina Wolffy,False,Erina,female,Female
1063_01,,False,B/38/P,TRAPPIST-1e,38.0,False,0.0,3262.0,0.0,295.0,1374.0,Markar Ingwhed,True,Markar,male,Male
1063_02,Europa,True,B/38/P,TRAPPIST-1e,15.0,False,0.0,,0.0,0.0,0.0,Aldebah Ingwhed,True,Aldebah,unknown,Unknown
1065_01,Mars,True,F/202/S,TRAPPIST-1e,,,0.0,0.0,0.0,0.0,0.0,Chios Jaf,True,Chios,unknown,Unknown
1066_01,Mars,True,F/220/P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Weres Staf,True,Weres,unknown,Unknown
1068_01,Earth,True,G/167/S,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,Kayd Pughanders,False,Kayd,unknown,Unknown
1071_01,,False,T/0/P,TRAPPIST-1e,35.0,False,415.0,1328.0,0.0,14.0,60.0,Alraida Dingauge,False,Alraida,unknown,Unknown
1075_01,Europa,True,B/41/S,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Teron Objeciane,True,Teron,unknown,Unknown
1075_02,Europa,True,B/41/S,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Duhra Objeciane,True,Duhra,unknown,Unknown
1076_01,Earth,True,G/161/P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Raque Scheron,False,Raque,unknown,Unknown
1077_01,Earth,,G/162/P,TRAPPIST-1e,37.0,False,0.0,113.0,0.0,283.0,455.0,Dorene Bardinard,False,Dorene,female,Female
1078_01,Earth,False,E/60/P,55 Cancri e,25.0,False,79.0,709.0,0.0,0.0,0.0,Hellia Ewins,False,Hellia,unknown,Unknown
1079_01,Earth,False,G/163/P,55 Cancri e,41.0,False,638.0,0.0,133.0,0.0,,Helean Traverdy,False,Helean,unknown,Unknown
1080_01,Mars,False,F/204/S,TRAPPIST-1e,50.0,False,202.0,,1108.0,0.0,0.0,Ret Parte,False,Ret,unknown,Unknown
1082_01,Mars,False,F/205/S,TRAPPIST-1e,33.0,False,694.0,0.0,60.0,564.0,0.0,Grake Traie,False,Grake,unknown,Unknown
1083_01,Mars,True,F/206/S,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Ste Sfin,True,Ste,unknown,Unknown
1083_02,Mars,True,F/206/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Pars Sfin,True,Pars,unknown,Unknown
1083_03,Mars,False,F/206/S,TRAPPIST-1e,18.0,False,556.0,0.0,0.0,852.0,6.0,Hion Sfin,True,Hion,unknown,Unknown
1084_01,Earth,False,F/207/S,TRAPPIST-1e,31.0,False,0.0,1.0,0.0,16.0,843.0,Kylen Holcompson,False,Kylen,unknown,Unknown
1085_01,Earth,,G/165/P,TRAPPIST-1e,54.0,,0.0,0.0,0.0,0.0,0.0,Troyce Wagnerray,False,Troyce,unknown,Unknown
1086_01,Earth,True,G/166/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Hellia Carpennels,True,Hellia,unknown,Unknown
1086_02,Earth,False,G/166/P,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,,Nancey Willangsey,False,Nancey,unknown,Unknown
1086_03,Earth,True,G/166/P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Fany Willangsey,False,Fany,female,Female
1086_04,Earth,False,E/61/P,,19.0,False,0.0,0.0,0.0,641.0,0.0,Almary Willangsey,True,Almary,unknown,Unknown
1086_05,Earth,False,G/166/P,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Elly Willangsey,True,Elly,female,Female
1088_01,Earth,True,G/169/S,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Kayd Pottney,False,Kayd,unknown,Unknown
1089_01,,True,D/41/P,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,Sheleon Pronfraked,True,Sheleon,unknown,Unknown
1089_02,Europa,False,D/41/P,TRAPPIST-1e,26.0,False,0.0,565.0,1.0,677.0,794.0,Gacrab Pronfraked,False,Gacrab,unknown,Unknown
